,country,country_long,name,capacity_mw,latitude,longitude,primary_fuel,estimated_generation_gwh
12801,KWT,Kuwait,Sabiya,5366.5,29.567,48.171,Gas,6620.67600101013
12800,KWT,Kuwait,Doha West,2543.0,29.3678,47.7865,Gas,3137.310923426583
12799,KWT,Kuwait,Doha East,1158.0,29.3682,47.7963,Gas,1428.6299840062854
12797,KWT,Kuwait,Az Zour North,1100.0,28.7135,48.3806,Gas,1357.075114341031
12802,KWT,Kuwait,Shuiba North,875.0,29.0359,48.1536,Gas,1079.49156822582
12803,KWT,Kuwait,Shuiba SPSS,720.0,29.0359,48.1536,Gas,888.2673475686747
12804,KWT,Kuwait,Shuwaikh,252.0,29.0769,48.0839,Gas,310.8935716490362
12811,KGZ,Kyrgyzstan,Toktogul Hydroelectric Power Plant Kyrgyzstan,1200.0,41.6568,72.6359,Hydro,5483.711340206185
12807,KGZ,Kyrgyzstan,Kurpsay Hydroelectric Power Plant Kyrgyzstan,800.0,41.4986,72.3641,Hydro,3655.807560137457
12810,KGZ,Kyrgyzstan,Tash-Kumyr Hydroelectric Power Project Kyrgyzstan,450.0,41.4033,72.2322,Hydro,2056.3917525773195
12809,KGZ,Kyrgyzstan,Shamaldy-Say Hydroelectric Power Plant Kyrgyzstan,240.0,41.3121,72.1917,Hydro,1096.7422680412371
12806,KGZ,Kyrgyzstan,Bishkek CHP Power Plant Kyrgyzstan,674.0,42.873,74.6541,Coal,1073.0
12812,KGZ,Kyrgyzstan,Uch-Kurgan Hydroelectric Power Plant Kyrgyzstan,180.0,41.1877,72.1604,Hydro,822.5567010309279
12805,KGZ,Kyrgyzstan,Al-Bashy Hydroelectric Power Plant Kyrgyzstan,40.0,41.163,75.803,Hydro,182.79037800687286
12808,KGZ,Kyrgyzstan,Osh CHP Power Plant Kyrgyzstan,50.0,40.5718,72.804,Oil,84.0
12817,LVA,Latvia,Riga Tec 2,863.0,56.918,24.2766,Gas,2014.816183816184
12814,LVA,Latvia,Plavinas HPP,894.0,56.583,25.2394,Hydro,1160.5703125
12816,LVA,Latvia,Riga HPP,402.0,56.852,24.2724,Hydro,521.8671875
12815,LVA,Latvia,RTEC1,138.0,56.9904,24.1788,Gas,322.1838161838162
12813,LVA,Latvia,Kegums HPP,240.0,56.7405,24.7113,Hydro,311.5625
12824,LBN,Lebanon,Zouk 1,642.8,33.969,35.604,Oil,10099.518004069716
12821,LBN,Lebanon,Jieh 1,347.5,33.6475,35.3996,Oil,5459.83588427851
12820,LBN,Lebanon,Hreishi,70.0,34.3795,35.7584,Oil,1099.823055825887
12818,LBN,Lebanon,Baalback,35.0,34.0209,36.1919,Oil,549.9115279129435
12822,LBN,Lebanon,Sour,35.0,33.2761,35.2289,Oil,549.9115279129435
12819,LBN,Lebanon,Deir Ammar,470.0,34.465,35.8942,Gas,0.0
12823,LBN,Lebanon,Zahrani,470.0,33.4961,35.338,Gas,0.0
12834,LBY,Libya,West Tripoli,185.0,32.8251,12.9739,Oil,10259.57142857143
12826,LBY,Libya,Az Zawiyah,1440.0,32.7882,12.674,Gas,4931.926977687625
12827,LBY,Libya,Derna Steam Station,65.0,32.781,22.5874,Oil,3604.7142857142853
12833,LBY,Libya,Tobruk Steam Station,65.0,32.0582,23.9814,Oil,3604.7142857142853
12831,LBY,Libya,North Benghazi Station 1,1040.0,32.2027,20.133,Gas,3561.947261663286
12825,LBY,Libya,Al Khums,1000.0,32.6204,14.3312,Gas,3424.949290060852
12835,LBY,Libya,Western Mountain Station- Ruwais,624.0,31.9559,11.1447,Gas,2137.1683569979714
12830,LBY,Libya,Misrata,500.0,32.3326,15.2319,Gas,1712.474645030426
12828,LBY,Libya,Double Corner Power Station 1,480.0,32.7899,12.6703,Gas,1643.975659229209
12829,LBY,Libya,Gulf of Sirte,350.0,31.2174,16.347,Gas,1198.7322515212982
12837,LTU,Lithuania,Elektrenai (Lithuania) Thermal Power Plant Lithuania,1800.0,54.7701,24.6474,Gas,1264.3373493975905
12840,LTU,Lithuania,Kruonis Pumped Storage Hydroelectric Power Plant Lithuania,900.0,54.799,24.2475,Hydro,978.4172661870504
12842,LTU,Lithuania,Vilnius TE-3 CHP Power Plant Lithuania,360.0,54.6676,25.156,Gas,252.8674698795181
12838,LTU,Lithuania,Kaunas CHP Power Plant Lithuania,170.0,54.9212,24.018,Gas,119.40963855421688
12841,LTU,Lithuania,Mazheikiai CHP Power Plant Lithuania,160.0,56.3843,22.1841,Gas,112.38554216867468
12839,LTU,Lithuania,Kaunas Hydroelectric Power Plant Lithuania,100.8,54.8741,24.0,Hydro,109.58273381294964
12862,MYS,Malaysia,Manjung power station,4180.0,4.1586,100.6423,Coal,17945.006151953246
12884,MYS,Malaysia,Tanjung Bin power station,3244.0,1.334,103.5422,Coal,13926.698554290986
12855,MYS,Malaysia,Kapar Energy Ventures (KEV),2420.0,3.1167,101.3217,Gas,13404.585146286572
12889,MYS,Malaysia,Tg. Bin Energy,2100.0,1.3348,103.5422,Coal,9015.433712703783
12876,MYS,Malaysia,Segari,1303.0,4.3908,100.5894,Gas,7217.427456864216
12881,MYS,Malaysia,Sultan Aziz power station,1600.0,3.1172,101.3204,Coal,6868.90187634574
12867,MYS,Malaysia,Paka,1136.0,4.6017,103.4495,Gas,6292.40030007502
12854,MYS,Malaysia,Jimah power station,1400.0,2.5903,101.7246,Coal,6010.289141802523
12883,MYS,Malaysia,TNB Prai,1071.0,5.3744,100.3746,Gas,5932.359789947486
12846,MYS,Malaysia,Connought Bridge,828.0,3.0433,101.4696,Gas,4586.362190547637
13090,MEX,Mexico,Plutarco Elías Calles (Petacalco),2778.4,17.9837,-102.1154,Coal,17502.411572214787
13041,MEX,Mexico,Laguna Verde,1510.0,19.7208,-96.4064,Nuclear,9677.0
12925,MEX,Mexico,Carbón II,1400.0,28.4682,-100.7003,Coal,8819.239922653578
13119,MEX,Mexico,Tamazunchale,1135.0,21.3113,-98.7565,Gas,7602.062381690566
13031,MEX,Mexico,José López Portillo (Río Escondido),1200.0,28.4844,-100.6897,Coal,7559.348505131638
12900,MEX,Mexico,Altamira V,1121.0,22.4997,-97.9053,Gas,7508.292449229186
13052,MEX,Mexico,Manuel Moreno Torres (Chicoasén),2400.0,16.9428,-93.1012,Hydro,7501.723874659445
12899,MEX,Mexico,Altamira III y IV,1036.0,22.4939,-97.9014,Gas,6938.975002142228
13133,MEX,Mexico,Tuxpan III y IV,983.0,20.8386,-97.2536,Gas,6583.988829252712
12893,MEX,Mexico,Adolfo López Mateos (Tuxpan),2100.0,21.0151,-97.3334,Oil,6015.465528014996
13145,MDA,Moldova,CHP CET-2  Chisinau,240.0,47.029,28.893,Gas,3640.0
13144,MDA,Moldova,CHP CET-1   Chisinau,66.0,47.0261,28.8672,Gas,1001.0
13146,MDA,Moldova,CHP CET-Nord  Balti,24.0,47.7492,27.8938,Gas,364.0
13148,MDA,Moldova,Hydropower Plant Dubasari,48.0,47.2778,29.123,Hydro,237.75
13147,MDA,Moldova,Hydropower Plant CHE-Costesti,16.0,47.8381,27.2246,Hydro,79.25
13149,MDA,Moldova,Moldavskaya GRES,2520.0,46.6292,29.9407,Coal,0.0
13153,MNG,Mongolia,Ulaanbaatar-4 Thermal Power Plant,570.0,47.8938,106.8036,Coal,3519.2537313432845
13152,MNG,Mongolia,Ulaanbaatar-3 Thermal Power Plant,198.0,47.8956,106.8651,Coal,1222.4776119402984
13150,MNG,Mongolia,Dornod power station,36.0,48.0793,114.555,Coal,222.26865671641792
13151,MNG,Mongolia,Salkhit,50.0,47.163,108.0391,Wind,170.0
13156,MNE,Montenegro,Pljevlja Coal Power Plant Montenegro,218.5,43.3342,19.3271,Coal,1422.0
13155,MNE,Montenegro,Piva (Mratinje) Hydroelectric Power Plant Montenegro,360.0,43.2725,18.8422,Hydro,945.6071964017993
13154,MNE,Montenegro,Perucica Hydroelectric Power Plant Montenegro,307.0,42.6718,18.9951,Hydro,806.3928035982009
13171,MAR,Morocco,Centrale Thermique de Jorf Lasfar (JLEC),2020.0,33.1041,-8.6378,Coal,11270.673721340389
13183,MAR,Morocco,Jerada power station,515.0,34.3098,-2.1902,Coal,2873.463844797178
13162,MAR,Morocco,Al Wahda Thermal Power station,800.0,34.8,-5.6,Gas,2689.0756302521013
13188,MAR,Morocco,Mohammedia power station,300.0,33.682,-7.435,Coal,1673.8624338624338
13160,MAR,Morocco,Ain Beni Mathar Centrale Thermosolaire (CCGT),472.0,34.0705,-2.1049,Gas,1586.5546218487393
13166,MAR,Morocco,Central Termique de Kenitra,300.0,34.286,-6.5618,Oil,1453.87881126978
13174,MAR,Morocco,Centrale a cycle combine de Tahaddart,394.0,35.589,-5.9868,Gas,1324.3697478991596
13172,MAR,Morocco,Centrale Turbine a' Gaz de Tit-Me (Casablanca),198.0,33.541,-7.502,Oil,959.5600154380548
13173,MAR,Morocco,Centrale Turbine a` Gaz de Tetouan,139.0,35.5699,-5.4633,Oil,673.6305158883314
13167,MAR,Morocco,Centrale Diesel de Tantan,116.9,28.469,-11.339,Oil,566.5281101247908
13200,MOZ,Mozambique,Cahora Bassa,2075.0,-15.5859,32.7047,Hydro,14688.457330415757
13202,MOZ,Mozambique,Corumana,166.0,-25.2185,32.1342,Hydro,1175.0765864332604
13201,MOZ,Mozambique,Chicamba,44.0,-19.1557,33.145,Hydro,311.4660831509848
13231,MMR,Myanmar,Yeywa,790.0,21.67,96.473,Hydro,2559.4121532364597
13225,MMR,Myanmar,Shweli (1),600.0,23.7,97.507,Hydro,1943.8573315719946
13219,MMR,Myanmar,Ngam Tae,230.0,16.46,97.655,Gas,1093.4282166396026
13220,MMR,Myanmar,Paunglaung,280.0,19.78,96.333,Hydro,907.1334214002644
13226,MMR,Myanmar,Tarpein-1,240.0,24.42,97.525,Hydro,777.5429326287979
13203,MMR,Myanmar,Ahlone,154.2,16.78,96.131,Gas,733.0723087209856
13206,MMR,Myanmar,Hlawga,154.2,16.98,96.125,Gas,733.0723087209856
13205,MMR,Myanmar,Baluchaung BHP (2),168.0,19.56,97.359,Hydro,544.2800528401584
13211,MMR,Myanmar,Kyaukse,102.0,21.6,86.213,Gas,484.9116439010411
13227,MMR,Myanmar,Thakayta,92.0,16.81,96.226,Gas,437.37128665584106
13243,NAM,Namibia,Ruacana,240.0,-17.3861,14.2137,Hydro,1485.0
13242,NAM,Namibia,Paratus (Walvis),25.6,-22.9575,14.5053,Oil,5.555926544240401
13237,NAM,Namibia,Anixas,24.3,-22.9575,14.5053,Oil,5.2737896494156935
13238,NAM,Namibia,Langer-Heinrich,10.0,-22.8138,15.3248,Oil,2.1702838063439063
13239,NAM,Namibia,Namibia Breweries,1.1,-22.5243,17.0787,Solar,0.0
13240,NAM,Namibia,Omburu,4.5,-21.4148,15.973,Solar,0.0
13241,NAM,Namibia,Otjiwarongo Pv,5.0,-20.4465,16.6255,Solar,0.0
13244,NAM,Namibia,Van Eck,120.0,-22.514,17.0789,Coal,0.0
13248,NPL,Nepal,Kali Gandaki Hydroelectric Power Plant Nepal,144.0,27.976,83.568,Hydro,977.8940765301547
13253,NPL,Nepal,Middle Marsyangdi Hydroelectric Power Plant Nepal,70.0,28.189,84.4195,Hydro,475.3651760910475
13252,NPL,Nepal,Marsyangdi Hydroelectric Power Plant Nepal,69.0,27.9262,84.4965,Hydro,468.5742450040326
13249,NPL,Nepal,Khimti Hydroelectric Power Plant Nepal,60.0,27.55,86.169,Hydro,407.4558652208979
13250,NPL,Nepal,Kulekhani-I Hydroelectric Power Plant Nepal,60.0,27.59,85.155,Hydro,407.4558652208979
13245,NPL,Nepal,Bhote Koshi Hydroelectric Power Plant Nepal,45.0,27.9388,85.945,Hydro,305.59189891567337
13251,NPL,Nepal,Kulekhani-II Hydroelectric Power Plant Nepal,32.0,27.509,85.0519,Hydro,217.30979478447892
13256,NPL,Nepal,Trishuli Hydroelectric Power Plant Nepal,24.0,27.9629,85.1707,Hydro,162.98234608835918
13247,NPL,Nepal,Gandak Hydroelectric Power Plant Nepal,15.0,27.4268,83.7918,Hydro,101.86396630522448
13254,NPL,Nepal,Modi Khola Hydroelectric Power Plant Nepal,14.8,28.272,83.7411,Hydro,100.50578008782148
13269,NLD,Netherlands,Eems,2465.0,53.4441,6.856,Gas,13638.501932989693
13270,NLD,Netherlands,Eemshaven,1600.0,53.4355,6.8793,Coal,10343.369890329013
13295,NLD,Netherlands,Magnum,1311.0,53.4502,6.8548,Gas,7253.580541237115
13294,NLD,Netherlands,Maasvlakte 3,1100.0,51.9587,4.0272,Coal,7111.066799601196
13293,NLD,Netherlands,Maasvlakte (MV1 and MV2),1040.0,51.9626,4.0217,Coal,6723.190428713859
13273,NLD,Netherlands,FLEVO,999.0,52.5772,5.53,Gas,5527.327963917524
13297,NLD,Netherlands,Maxima,880.0,52.5772,5.53,Gas,4868.917525773196
13307,NLD,Netherlands,Sloe,870.0,51.4482,3.6928,Gas,4813.588917525774
13281,NLD,Netherlands,Hemweg power station,685.0,52.4049,4.8465,Coal,4428.2552342971085
13258,NLD,Netherlands,Borssele Nuclear Power Station,485.0,51.4312,3.7174,Nuclear,4091.0
13325,NZL,New Zealand,Huntly (CC),403.0,-37.5444,175.15,Gas,5636.435897435898
13331,NZL,New Zealand,Manapouri,800.0,-45.5214,167.2778,Hydro,4436.827711941659
13338,NZL,New Zealand,Ohau A,688.0,-44.3416,170.1813,Hydro,3815.671832269827
13319,NZL,New Zealand,Benmore,540.0,-44.564,170.1972,Hydro,2994.85870556062
13320,NZL,New Zealand,Clyde,432.0,-45.1793,169.307,Hydro,2395.886964448496
13326,NZL,New Zealand,Huntly (steam),500.0,-37.5444,175.15,Coal,1962.0
13332,NZL,New Zealand,Maraetai,352.0,-38.3521,175.7465,Hydro,1952.2041932543302
13335,NZL,New Zealand,Nga Awa Purua,138.0,-38.6143,176.1825,Geothermal,1503.90990990991
13351,NZL,New Zealand,Wairakei,132.0,-38.6266,176.1055,Geothermal,1438.5225225225226
13336,NZL,New Zealand,Ohaaki,122.0,-38.5279,176.2937,Geothermal,1329.5435435435436
13365,NIC,Nicaragua,Corinto Barge IC Power Plant Nicaragua,71.0,12.4883,-87.1673,Oil,357.79390063944913
13371,NIC,Nicaragua,San Jacinto-Tizate Geothermal Power Plant Nicaragua,82.0,12.6088,-86.773,Geothermal,341.4088050314465
13362,NIC,Nicaragua,CENSA Amfels IC Poqwer Plant Nicaragua,64.0,12.1857,-86.7473,Oil,322.5184456468274
13368,NIC,Nicaragua,Momotombo Geothermal Power Plant Nicaragua,77.0,12.394,-86.5418,Geothermal,320.59119496855345
13358,NIC,Nicaragua,ALBANISA Che Guevara II IV V (Masaya) IC Power Plant Nicaragua,61.2,12.0144,-86.086,Oil,308.4082636497787
13367,NIC,Nicaragua,ENEL Managua Thermal Power Plant Nicaragua,57.4,12.1542,-86.2577,Oil,289.2587309394983
13360,NIC,Nicaragua,ALBANISA Che Guevara VI VII (Nagarote) IC Power Plant Nicaragua,54.4,12.2803,-86.5768,Oil,274.14067879980325
13372,NIC,Nicaragua,Tipitapa IC Power Plant Nicaragua,51.0,12.1698,-86.1052,Oil,257.0068863748156
13363,NIC,Nicaragua,Carlos Fonesca (Santa Barbara)  Hydroelectric Power Plant Nicaragua,54.4,12.7158,-86.2798,Hydro,205.82375478927202
13364,NIC,Nicaragua,Centroamerica Hydroelectric Power Plant Nicaragua,50.0,13.1068,-86.0516,Hydro,189.17624521072798
13373,NER,Niger,Anou Araren Mine,37.6,17.2893,7.8392,Coal,494.0
13378,NER,Niger,Soraz,54.0,14.1888,8.7859,Oil,84.56769983686787
13377,NER,Niger,Niamey,27.5,13.52,2.12,Oil,43.06688417618271
13376,NER,Niger,Goudel,14.58,13.5333,2.0667,Oil,22.833278955954324
13374,NER,Niger,Arlit Mine,14.52,18.8167,7.3333,Oil,22.739314845024467
13375,NER,Niger,D'akouta Mine,12.0,18.8167,7.3333,Oil,18.79282218597064
13379,NGA,Nigeria,Alaoji,1074.0,5.067,7.3216,Gas,6183.277241379312
13386,NGA,Nigeria,Olorunsogo II,750.0,6.8982,3.2041,Gas,4317.931034482759
13380,NGA,Nigeria,Calabar,561.0,5.0702,8.3394,Gas,3229.812413793104
13388,NGA,Nigeria,Omotosho II,500.0,6.7357,4.7106,Gas,2878.6206896551726
13383,NGA,Nigeria,Ihovbor,450.0,6.4065,5.6828,Gas,2590.7586206896553
13389,NGA,Nigeria,Sapele,450.0,5.9254,5.645,Gas,2590.7586206896553
13385,NGA,Nigeria,Kainji,760.0,9.8641,4.6124,Hydro,2138.4
13390,NGA,Nigeria,Shiroro,600.0,9.9724,6.8353,Hydro,1688.2105263157896
13384,NGA,Nigeria,Jebba,540.0,9.138,4.7883,Hydro,1519.3894736842105
13381,NGA,Nigeria,Gbarain,225.0,4.798,5.897,Gas,1295.3793103448277
13414,PRK,North Korea,Supung,700.0,40.4615,124.9627,Hydro,2391.590013140604
13419,PRK,North Korea,The March 17th  Power Plant,482.0,41.349,129.3901,Hydro,1646.7805519053875
13403,PRK,North Korea,Pochon,400.0,38.8921,127.4562,Hydro,1366.622864651774
13420,PRK,North Korea,Unbong,400.0,38.5979,125.4621,Hydro,1366.622864651774
13421,PRK,North Korea,Yunfeng,400.0,41.3814,126.5149,Hydro,1366.622864651774
13404,PRK,North Korea,Pukchang power station,1600.0,39.5858,126.3043,Coal,1279.8815472885435
13408,PRK,North Korea,River Changjin,346.7,40.5662,127.2338,Hydro,1184.5203679369251
13400,PRK,North Korea,Huichon,300.0,39.662,125.8124,Hydro,1024.9671484888304
13401,PRK,North Korea,Kangge Youth,225.0,40.9923,126.5531,Hydro,768.7253613666229
13410,PRK,North Korea,River Pujon,202.3,40.6604,127.5171,Hydro,691.1695137976347
13603,NOR,Norway,Kvilldal,1444.0,59.5118,6.5846,Hydro,6474.449826081249
13435,NOR,Norway,Aurland5,1398.0,60.8629,7.3017,Hydro,6268.200039377831
13710,NOR,Norway,Tonstad,1130.0,58.6648,6.7084,Hydro,5066.570847279649
13699,NOR,Norway,Svartisen,780.0,66.7282,13.9135,Hydro,3497.278991927545
13704,NOR,Norway,Sy-Sima,720.0,60.4986,7.1443,Hydro,3228.257531010041
13673,NOR,Norway,Saurdal,674.0,59.4828,6.6726,Hydro,3022.0077443066216
13608,NOR,Norway,Lang Sima,580.0,60.4986,7.1447,Hydro,2600.5407888692002
13664,NOR,Norway,Rana,570.0,66.3034,14.2624,Hydro,2555.703878716283
13709,NOR,Norway,Tokke,480.0,59.4479,8.0354,Hydro,2152.1716873400273
13559,NOR,Norway,Holen,460.0,59.346,7.2493,Hydro,2062.497867034193
13735,OMN,Oman,Sohar Alumnium,1000.0,24.4722,56.6331,Gas,5823.2758620689665
13733,OMN,Oman,SMN Barka,716.0,23.707,57.9816,Gas,4169.465517241379
13732,OMN,Oman,Rusail,684.0,23.5542,58.1993,Gas,3983.120689655172
13734,OMN,Oman,Sohar,632.0,24.4885,56.6135,Gas,3680.3103448275865
13729,OMN,Oman,AL GHUBRAH,480.0,23.6031,58.4164,Gas,2795.172413793104
13728,OMN,Oman,ACWA Barka,471.0,23.7073,57.9845,Gas,2742.7629310344832
13736,OMN,Oman,Wadi Jizzi,325.0,24.308,56.4235,Gas,1892.564655172414
13730,OMN,Oman,Al Kamil,285.0,22.3903,59.0695,Gas,1659.6336206896551
13731,OMN,Oman,Manah,279.0,22.7067,57.5779,Gas,1624.6939655172416
13787,PAK,Pakistan,Tarbela,3478.0,34.0889,72.6861,Hydro,13681.108440973265
13756,PAK,Pakistan,Hub Power Project,1292.0,24.9057,66.6946,Oil,11122.701009684732
13739,PAK,Pakistan,Bin Qasim,1260.0,24.7844,67.3604,Oil,10847.216154955695
13752,PAK,Pakistan,Ghazi Barotha,1450.0,33.7793,72.259,Hydro,5703.739861820368
13790,PAK,Pakistan,Uch Power Limited,586.0,28.5828,68.1782,Gas,5432.156326673677
13764,PAK,Pakistan,Kot Addu Power Company ltd.,1368.0,30.4451,70.9811,Hydro,5381.1835386001785
13741,PAK,Pakistan,Chasnupp,1330.0,32.392,71.4616,Nuclear,4614.655760054533
13767,PAK,Pakistan,Mangla,1000.0,33.1373,73.6416,Hydro,3933.6136978071495
13791,PAK,Pakistan,Uch-II Power Project,404.0,28.5828,68.1782,Gas,3745.036102348405
13774,PAK,Pakistan,Pak Gen (Pvt) Limited,365.0,30.1721,70.9929,Oil,3142.249124253039
13801,PAN,Panama,Edwin Fabrega (Fortuna)  Hydroelectric Power Plant Panama,300.0,8.679,-82.2626,Hydro,1420.8298052497885
13807,PAN,Panama,PanAm IC Power Plant Panama,96.0,8.9091,-79.7809,Oil,1250.487804878049
13798,PAN,Panama,Bayano Hydroelectric Power Plant Panama,260.0,9.1771,-78.8844,Hydro,1231.385831216483
13800,PAN,Panama,Changuinola I Hydroelectric Power Plant Panama,222.4,9.2703,-82.5154,Hydro,1053.3084956251764
13795,PAN,Panama,ACP Miraflores 3 and 4 Thermal Power Plant Panama,59.0,9.0012,-79.5909,Oil,768.5289634146343
13796,PAN,Panama,ACP Miraflores IC Power Plant Panama,54.0,9.0003,-79.5907,Oil,703.3993902439024
13808,PAN,Panama,Pedregal Pacora Power Plant Panama,53.4,9.1053,-79.2729,Oil,695.5838414634147
13797,PAN,Panama,Bahia las Minas Coal Power Plant Panama,120.0,9.3764,-79.8233,Coal,687.0
13802,PAN,Panama,Esti Hydroelectric Power Plant Panama,120.0,8.543,-82.298,Hydro,568.3319220999152
13805,PAN,Panama,Los Valles Hydroelectric Power Plant Panama,54.8,8.6777,-82.3476,Hydro,259.538244425628
13810,PRY,Paraguay,Itaipu Binacional Dam (Paraguay part),7000.0,-25.4081,-54.5889,Hydro,44170.319634703206
13811,PRY,Paraguay,Yacyretá Dam,1550.0,-27.4827,-56.725,Hydro,9780.570776255709
13809,PRY,Paraguay,Acaray Dam,210.0,-25.4591,-54.6289,Hydro,1325.1095890410961
13813,PER,Peru,Antunez de Mayolo (Mantaro),798.0,-12.4644,-74.7865,Hydro,6476.12853695986
13824,PER,Peru,Kallpa,952.3,-12.4976,-76.7295,Gas,4668.106588146966
13816,PER,Peru,Chilca 1,734.1,-12.497,-76.7292,Gas,3598.5057716672136
13819,PER,Peru,Fenix,578.8,-12.544,-76.7357,Gas,2837.2362629627887
13834,PER,Peru,Reserva Fria Ilo,569.0,-17.7772,-71.1871,Gas,2789.197362864248
13840,PER,Peru,Ventanilla,524.0,-11.9358,-77.118,Gas,2568.6105766974797
13837,PER,Peru,Santa Rosa,491.0,-12.0401,-77.0119,Gas,2406.8469335085165
13821,PER,Peru,Huinco,258.0,-11.8113,-76.6248,Hydro,2093.7859179644656
13814,PER,Peru,CaÑon del Pato,247.0,-8.813,-77.8526,Hydro,2004.5159757256708
13818,PER,Peru,El Platanal,220.0,-12.8374,-75.9774,Hydro,1785.3988447759011
13881,PHL,Philippines,ILIJAN,1271.0,13.622,121.0795,Gas,6964.230430958663
13925,PHL,Philippines,STA RITA,1060.0,13.7703,121.035,Gas,5808.091468777484
13935,PHL,Philippines,Sual power station,1218.0,16.1243,120.1012,Coal,4610.9711039593185
13912,PHL,Philippines,Pagbilao power station,1154.0,13.8932,121.745,Coal,4368.68690802057
13869,PHL,Philippines,Calaca power station,900.0,13.9303,120.7886,Coal,3407.1215053886604
13938,PHL,Philippines,UNIFIED LEYTE,610.2,11.1308,124.6553,Geothermal,3403.2797316307756
13918,PHL,Philippines,SAN LORENZO,530.0,13.7717,124.0349,Gas,2904.045734388742
13897,PHL,Philippines,Masinloc power station,660.0,15.5645,119.9233,Coal,2498.5557706183504
13890,PHL,Philippines,MAKBAN,442.8,14.0881,121.2264,Geothermal,2469.6366194134835
13928,PHL,Philippines,San Gabriel,450.0,13.7769,121.0261,Gas,2465.6992084432723
13943,POL,Poland,Bełchatów,5472.0,51.2679,19.3265,Coal,23251.625440098192
14086,POL,Poland,Kozienice,2673.0,51.6658,21.4647,Coal,11358.113085047966
14106,POL,Poland,Połaniec Zielony Blok,205.0,50.4374,21.3404,Biomass,9512.953488372092
14112,POL,Poland,Rybnik,1775.0,50.1331,18.5232,Coal,7542.3309861429625
14105,POL,Poland,Połaniec,1623.0,50.4365,21.3377,Coal,6896.452501695791
14122,POL,Poland,Turów,1498.0,50.9482,14.9128,Coal,6365.302432249104
14095,POL,Poland,Opole,1492.0,50.7514,17.8845,Coal,6339.807228915663
13949,POL,Poland,Dolna Odra,1362.0,53.2067,14.4651,Coal,5787.411156691107
14083,POL,Poland,Jaworzno III,1345.0,50.2064,19.2046,Coal,5715.1747472463585
14108,POL,Poland,Pątnów I,1244.0,52.3013,18.2344,Coal,5286.0054911334355
14512,PRT,Portugal,Sines power station,1296.0,37.9322,-8.8038,Coal,7831.037411526794
14295,PRT,Portugal,Frades II,780.0,41.6934,-8.0279,Hydro,4637.417812313213
14408,PRT,Portugal,Pego power station,682.0,39.468,-8.1097,Coal,4120.962588473205
14146,PRT,Portugal,Alto Lindoso,630.0,41.8693,-8.2029,Hydro,3745.606694560672
14453,PRT,Portugal,Ribatejo,1176.0,39.0118,-8.9521,Gas,2098.9250457038393
14532,PRT,Portugal,Tapada do Outeiro,990.0,41.07,-8.4587,Gas,1766.9522068425174
14406,PRT,Portugal,Pego C.C.,837.0,39.4689,-8.1113,Gas,1493.8777748759467
14325,PRT,Portugal,Lares,826.0,40.1245,-8.775,Gas,1474.2449725776964
14145,PRT,Portugal,Alto Douro,253.2,41.0696,-7.5769,Wind,620.4573956008604
14252,PRT,Portugal,Cogeração da Figueira da Foz (Lavos),95.0,40.0576,-8.8595,Biomass,589.0041951865754
14605,QAT,Qatar,Ras Laffan C (Ras Qartas) CCGT Power Plant Qatar,2730.0,25.936,51.5235,Gas,10014.141069397043
14597,QAT,Qatar,Mesaieed CCGT Power Plant Qatar,2007.0,24.9753,51.5783,Gas,7362.044368600684
14598,QAT,Qatar,Qatalum CCGT Power Plant Qatar,1350.0,24.9713,51.5811,Gas,4952.047781569965
14604,QAT,Qatar,Ras Laffan B CCGT Power Plant Qatar,1025.0,25.9243,51.5481,Gas,3759.88813045127
14603,QAT,Qatar,Ras Laffan A Cogen GT Power Plant Qatar,756.0,25.9228,51.5452,Gas,2773.146757679181
14599,QAT,Qatar,Ras Abu Fontas A OCGT Cogen Power Plant Qatar,626.0,25.2058,51.6174,Gas,2296.282897231703
14600,QAT,Qatar,Ras Abu Fontas B OCGT Cogen Power Plant Qatar,609.0,25.1989,51.6166,Gas,2233.9237770193404
14602,QAT,Qatar,Ras Abu Fontas B-2 OCGT Cogen Power Plant Qatar,567.0,25.1964,51.6159,Gas,2079.8600682593856
14601,QAT,Qatar,Ras Abu Fontas B-1 OCGT Power Plant Qatar,376.0,25.1978,51.6167,Gas,1379.237011755783
14595,QAT,Qatar,Al Wajbha GT Power Plant Qatar,301.0,25.2997,51.4046,Gas,1104.123246113007
14619,ROU,Romania,NPP Cernavoda,1298.0,44.3215,28.0568,Nuclear,11676.0
14609,ROU,Romania,HPP Portile de Fier I,1161.0,44.6733,22.532,Hydro,6717.911164465786
14635,ROU,Romania,Turceni power station,1650.0,44.6694,23.408,Coal,5059.962114689168
14621,ROU,Romania,Rovinari power station,1320.0,44.9068,23.1383,Coal,4047.9696917513343
14637,ROU,Romania,WPP Cogealac,246.0,44.5903,28.5653,Wind,3951.932642487047
14618,ROU,Romania,Mintia-Deva power station,1075.0,45.9134,22.8254,Coal,3296.6419838126403
14607,ROU,Romania,HPP Lotru,509.0,45.4472,23.7683,Hydro,2945.234093637455
14627,ROU,Romania,TPP CCCC Petrom Brazi,860.0,44.8802,25.9988,Gas,2079.1885441527447
14611,ROU,Romania,HPP Raul Mare,335.0,45.3391,22.7213,Hydro,1938.4153661464584
