country_long,,estimated_generation_gwh
Portugal,15593,4637.417812313213
Portugal,15706,4120.962588473205
Portugal,15444,3745.606694560672
Portugal,15751,2098.9250457038393
Qatar,15903,10014.141069397043
Qatar,15895,7362.044368600684
Qatar,15896,4952.047781569965
Qatar,15902,3759.88813045127
Qatar,15901,2773.146757679181
Romania,15917,11676.0
Romania,15907,6717.911164465786
Romania,15933,5059.962114689168
Romania,15919,4047.9696917513343
Romania,15935,3951.932642487047
Russia,15991,29966.713595627665
Russia,15951,25668.418063050267
Russia,16120,25668.418063050267
Russia,16169,25668.418063050267
Russia,16174,25668.418063050267
Saudi Arabia,16517,20816.3723584541
Saudi Arabia,16469,19677.547930388046
Saudi Arabia,16472,18947.037457408413
Saudi Arabia,16497,17781.91948784596
Saudi Arabia,16489,13599.053507436643
Serbia,16554,6887.065373563219
Serbia,16545,5278.687029288703
Serbia,16555,5055.822557471264
Serbia,16547,2984.451046025105
Serbia,16552,2774.730962643678
Singapore,16567,13824.004815745393
Singapore,16564,7584.2420435510885
Singapore,16570,7239.503768844221
Singapore,16560,6402.282244556113
Singapore,16566,5983.671482412061
Slovakia,16573,7749.5
Slovakia,16590,7749.5
Slovakia,16600,2112.503576537912
Slovakia,16574,1413.0839430211215
Slovakia,16577,1384.2454952043638
South Africa,16655,23998.450017590592
South Africa,16673,23963.466854299644
South Africa,16675,23263.803588480678
South Africa,16666,21619.5949138061
South Africa,16702,21304.746444187567
South Korea,16756,39989.65591957012
South Korea,16758,39989.65591957012
South Korea,16828,35493.9184498838
South Korea,16716,27947.967283373076
South Korea,16735,27947.967283373076
Spain,16914,16232.792209616211
Spain,16861,16020.314786673147
Spain,16915,8563.001112350179
Spain,17443,8413.059658205128
Spain,17439,8075.832233155339
Sri Lanka,17466,3202.0
Sri Lanka,17456,1386.6124481327802
Sri Lanka,17497,1088.9626556016597
Sri Lanka,17494,663.0505653048484
Sri Lanka,17463,634.6341125060693
Sudan,17510,7234.530944604257
Sudan,17514,1351.9891429276433
Sudan,17504,1063.2308449145246
Sudan,17506,787.5784036403885
Sudan,17503,151.4573853154593
Sweden,17646,26131.567711534517
Sweden,17557,21446.228129481664
Sweden,17640,17299.204158983815
Sweden,17593,5080.710291743678
Sweden,17540,4641.216468225505
Switzerland,17761,10002.467930029154
Switzerland,17760,8315.304664723033
Switzerland,17759,6105.924198250729
Switzerland,17710,5276.876331740417
Switzerland,17777,4106.518546101492
Syrian Arab Republic,17865,3599.176389842141
Syrian Arab Republic,17867,3359.2312971859988
Syrian Arab Republic,17874,2610.602608098833
Syrian Arab Republic,17857,1842.7783115991767
Syrian Arab Republic,17870,1594.6843853820599
Taiwan,17907,48610.46511627908
Taiwan,17895,37120.71881606765
Taiwan,17881,26446.97507067592
Taiwan,17888,19444.186046511622
Taiwan,17891,16584.87917146145
Tanzania,17931,1633.8680659670165
Tanzania,17922,963.0
Tanzania,17923,941.8181818181821
Tanzania,17924,831.0160427807486
Tanzania,17927,496.06596701649175
Thailand,17943,17948.376670465143
Thailand,18017,17146.311787072245
Thailand,18043,14922.86335854139
Thailand,17936,9616.223193916348
Thailand,18097,8298.6677716772
Tunisia,18125,2583.196046128501
Tunisia,18110,1793.476112026359
Tunisia,18118,1734.4316309719934
Tunisia,18131,1564.6787479406921
Tunisia,18132,1564.6787479406921
Turkey,18136,12037.899418309144
Turkey,18172,10995.2958664456
Turkey,18173,10478.275684637814
Turkey,18159,9871.638671316678
Turkey,18141,9313.256874964267
Ukraine,18283,38332.77918323094
Ukraine,18277,19166.38959161547
Ukraine,18274,18112.238164076618
Ukraine,18262,12777.593061076976
Ukraine,18281,9557.830508474577
United Arab Emirates,18307,17940.592294909624
United Arab Emirates,18286,8917.087190965509
United Arab Emirates,18308,8073.083053549022
United Arab Emirates,18292,7757.498897819378
United Arab Emirates,18300,7559.341404686809
United Kingdom,20712,16692.596616785948
United Kingdom,18874,16659.410540013014
United Kingdom,20194,16593.038386467142
United Kingdom,19001,16427.108002602472
United Kingdom,19063,16261.1776187378
United States of America,20885,450562.6923495511
United States of America,23197,34414.53978544887
United States of America,26538,18468.400121552688
United States of America,21828,10372.339739994937
United States of America,29029,10372.339739994937
Uruguay,29597,5928.676853055918
Uruguay,29543,2089.1527958387524
Uruguay,29548,953.6072821846553
Uruguay,29594,916.9388707419507
Uruguay,29596,677.5630689206763
Uzbekistan,29618,14376.07833993938
Uzbekistan,29621,10686.218232688272
Uzbekistan,29616,8424.381907204477
Uzbekistan,29610,6433.859649122806
Uzbekistan,29620,3833.620890650501
Venezuela,29659,43685.84252235933
Venezuela,29625,14461.588361824974
Venezuela,29644,12487.3100871731
Venezuela,29633,10838.787727838786
Venezuela,29648,3370.513775130305
Vietnam,29686,9412.89914662529
Vietnam,29837,8388.348958125001
Vietnam,29810,7416.778510473236
Vietnam,29818,6763.613653995346
Vietnam,29756,6710.679166500001
Zambia,29896,6435.916666666666
Zambia,29897,6045.86111111111
Zambia,29895,780.1111111111112
Zambia,29907,702.1
Zambia,29905,120.87264150943398
