country_long,,estimated_generation_gwh
Serbia,15229,2984.451046025105
Serbia,15234,2774.730962643678
Serbia,15232,2460.234913793104
Serbia,15231,2456.253951149425
Serbia,15226,2041.4811715481171
Serbia,15228,1312.3807531380753
Serbia,15233,1118.6505028735633
Singapore,15246,13824.004815745393
Singapore,15243,7584.2420435510885
Singapore,15249,7239.503768844221
Singapore,15239,6402.282244556113
Singapore,15245,5983.671482412061
Singapore,15238,3939.865996649917
Singapore,15241,1034.214824120603
Singapore,15242,1034.214824120603
Singapore,15251,637.9746835443037
Singapore,15248,446.5822784810126
Slovakia,15252,7749.5
Slovakia,15269,7749.5
Slovakia,15279,2112.503576537912
Slovakia,15253,1413.0839430211215
Slovakia,15256,1384.2454952043638
Slovakia,15271,1243.4964234620884
Slovakia,15267,956.2774725274727
Slovakia,15274,484.81043956043953
Slovakia,15265,380.66751118120004
Slovakia,15268,179.95191437656726
Slovenia,15284,6370.0
Slovenia,15285,3127.2831188493565
Slovenia,15287,2715.355450236967
Slovenia,15283,1900.7488151658765
Slovenia,15282,1749.8957345971564
Slovenia,15280,374.0
Slovenia,15281,318.7040121120363
Slovenia,15286,313.01286903860716
South Africa,15333,23998.450017590592
South Africa,15351,23963.466854299644
South Africa,15353,23263.803588480678
South Africa,15344,21619.5949138061
South Africa,15380,21304.746444187567
South Africa,15314,20989.89797456903
South Africa,15354,20989.89797456903
South Africa,15341,17491.58164547419
South Africa,15337,13794.0
South Africa,15293,13713.400010051766
South Korea,15434,39989.65591957012
South Korea,15436,39989.65591957012
South Korea,15505,35493.9184498838
South Korea,15394,27947.967283373076
South Korea,15413,27947.967283373076
South Korea,15433,27947.967283373076
South Korea,15494,27947.967283373076
South Korea,15483,22638.21199514647
South Korea,15469,22637.853499532193
South Korea,15454,21262.29671520194
Spain,15591,16232.792209616211
Spain,15538,16020.314786673147
Spain,15592,8563.001112350179
Spain,16120,8413.059658205128
Spain,16116,8075.832233155339
Spain,15696,5773.658114082276
Spain,16108,5444.542222692812
Spain,15598,5183.446365891674
Spain,15520,4728.0
Spain,15515,4526.039693464082
Sri Lanka,16143,3202.0
Sri Lanka,16133,1386.6124481327802
Sri Lanka,16174,1088.9626556016597
Sri Lanka,16171,663.0505653048484
Sri Lanka,16140,634.6341125060693
Sri Lanka,16164,609.8190871369295
Sri Lanka,16162,580.7800829875519
Sri Lanka,16167,473.6075466463203
Sri Lanka,16159,397.8303391829089
Sri Lanka,16161,391.5155718942914
Sudan,16187,7234.530944604257
Sudan,16191,1351.9891429276433
Sudan,16181,1063.2308449145246
Sudan,16183,787.5784036403885
Sudan,16180,151.4573853154593
Sudan,16189,115.41052761038004
Sudan,16184,101.47644816135777
Sudan,16178,87.97189628638775
Sudan,16179,87.97189628638775
Sudan,16192,86.81437133525107
Sweden,16317,26131.567711534517
Sweden,16228,21446.228129481664
Sweden,16311,17299.204158983815
Sweden,16264,5080.710291743678
Sweden,16211,4641.216468225505
Sweden,16246,4338.5281020673965
Sweden,16361,4024.443937492871
Sweden,16338,2983.6720242690812
Sweden,16287,2420.809021360223
Sweden,16295,2306.2439853699248
Switzerland,16432,10002.467930029154
Switzerland,16431,8315.304664723033
Switzerland,16430,6105.924198250729
Switzerland,16381,5276.876331740417
Switzerland,16448,4106.518546101492
Switzerland,16433,3133.3032069970845
Switzerland,16462,1609.755270071785
Switzerland,16414,1429.0684540433194
Switzerland,16382,1396.216305674507
Switzerland,16379,1330.5120089368836
Syrian Arab Republic,16536,3599.176389842141
Syrian Arab Republic,16538,3359.2312971859988
Syrian Arab Republic,16545,2610.602608098833
Syrian Arab Republic,16528,1842.7783115991767
Syrian Arab Republic,16541,1594.6843853820599
Syrian Arab Republic,16532,1423.8032139836484
Syrian Arab Republic,16542,1255.8139534883721
Syrian Arab Republic,16543,1228.5188743994506
Syrian Arab Republic,16535,909.0950098674936
Syrian Arab Republic,16530,882.3569213419793
Taiwan,16578,48610.46511627908
Taiwan,16566,37120.71881606765
Taiwan,16552,26446.97507067592
Taiwan,16559,19444.186046511622
Taiwan,16562,16584.87917146145
Taiwan,16565,15462.960874568467
Taiwan,16560,14551.874411034009
Taiwan,16555,11454.393234672305
Taiwan,16580,10778.048059624774
Taiwan,16549,10341.15995397008
Tajikistan,16587,10293.615568453395
Tajikistan,16588,2389.8941618299764
Tajikistan,16582,2048.4807101399797
Tajikistan,16584,716.9682485489927
Tajikistan,16585,430.1809491293957
Tajikistan,16590,49.16353704335951
Tajikistan,16589,37.555479685899634
Tajikistan,16586,34.141345168999656
Tajikistan,16583,0.0
Tajikistan,16591,0.0
Tanzania,16602,1633.8680659670165
Tanzania,16593,963.0
Tanzania,16594,941.8181818181821
Tanzania,16595,831.0160427807486
Tanzania,16598,496.06596701649175
Tanzania,16596,369.3404634581106
Tanzania,16601,354.3328335832084
Tanzania,16600,313.93939393939394
Tanzania,16597,141.73313343328337
Tanzania,16592,96.951871657754
Thailand,16614,17948.376670465143
Thailand,16688,17146.311787072245
Thailand,16714,14922.86335854139
Thailand,16607,9616.223193916348
Thailand,16768,8298.6677716772
Thailand,16737,6923.06226043717
Thailand,16703,6550.50243447633
Thailand,16719,6550.50243447633
Thailand,16625,6268.012016989537
Thailand,16642,6010.085983632032
Togo,16772,120.0
Togo,16771,17.0
Togo,16773,0.0
Trinidad and Tobago,16776,4486.915029888984
Trinidad and Tobago,16779,3791.7591801878743
Trinidad and Tobago,16775,1242.8543979504698
Trinidad and Tobago,16774,345.4713919726729
Trinidad and Tobago,16777,23.025830258302584
Trinidad and Tobago,16778,0.9741697416974168
Tunisia,16796,2583.196046128501
Tunisia,16781,1793.476112026359
Tunisia,16789,1734.4316309719934
Tunisia,16802,1564.6787479406921
Tunisia,16803,1564.6787479406921
Tunisia,16786,1531.466227347611
Tunisia,16804,1383.8550247116968
Tunisia,16801,1343.2619439868206
Tunisia,16800,1180.8896210873147
Tunisia,16784,870.9060955518947
Turkey,16807,12037.899418309144
Turkey,16843,10995.2958664456
Turkey,16844,10478.275684637814
Turkey,16830,9871.638671316678
Turkey,16812,9313.256874964267
Turkey,16890,9001.506183995029
Turkey,16853,7969.004402264021
Turkey,16808,7927.642787719399
Turkey,16815,7048.775200520268
Turkey,16818,6417.94385684066
Turkmenistan,16905,6419.3384223918565
Turkmenistan,16906,4394.910941475827
Turkmenistan,16908,4394.910941475827
Turkmenistan,16907,3010.6870229007627
Turkmenistan,16911,2180.152671755725
Turkmenistan,16909,0.0
Turkmenistan,16910,0.0
Ukraine,16946,38332.77918323094
Ukraine,16940,19166.38959161547
Ukraine,16937,18112.238164076618
Ukraine,16925,12777.593061076976
Ukraine,16944,9557.830508474577
Ukraine,16928,8768.275862068966
Ukraine,16945,7500.241996233522
Ukraine,16947,6438.260828625235
Ukraine,16912,6196.660112994351
Ukraine,16933,4778.9152542372885
United Arab Emirates,16970,17940.592294909624
United Arab Emirates,16949,8917.087190965509
United Arab Emirates,16971,8073.083053549022
United Arab Emirates,16955,7757.498897819378
United Arab Emirates,16963,7559.341404686809
United Arab Emirates,16967,6341.03978024214
United Arab Emirates,16972,6131.8735374910975
United Arab Emirates,16962,5111.729406178994
United Arab Emirates,16974,4337.44734967952
United Arab Emirates,16957,3768.661952724929
United Kingdom,19368,16692.596616785948
United Kingdom,17537,16659.410540013014
United Kingdom,18852,16593.038386467142
United Kingdom,17664,16427.108002602472
United Kingdom,17726,16261.1776187378
United Kingdom,16992,13158.279440468445
United Kingdom,18031,8792.334604171341
United Kingdom,19031,8563.590939672573
United Kingdom,19242,8470.663825969947
United Kingdom,18006,8434.922628392016
United States of America,19513,450562.6923495511
United States of America,20013,34414.53978544887
United States of America,20719,18468.400121552688
United States of America,19719,10372.339739994937
United States of America,21257,10372.339739994937
United States of America,20268,8718.987181848906
United States of America,21348,8674.38166545426
United States of America,19869,8668.040743184192
United States of America,19537,8334.010811804319
United States of America,20702,7478.765544086824
Uruguay,21439,5928.676853055918
Uruguay,21385,2089.1527958387524
Uruguay,21390,953.6072821846553
Uruguay,21436,916.9388707419507
Uruguay,21438,677.5630689206763
Uruguay,21407,631.112188030046
Uruguay,21445,564.4947904046522
Uruguay,21408,244.51703219785347
Uruguay,21411,75.10604580484096
Uruguay,21395,49.08650351344802
Uzbekistan,21460,14376.07833993938
Uzbekistan,21463,10686.218232688272
Uzbekistan,21458,8424.381907204477
Uzbekistan,21452,6433.859649122806
Uzbekistan,21462,3833.620890650501
Uzbekistan,21461,3498.179062718583
Uzbekistan,21459,1884.3378271213323
Uzbekistan,21456,1712.2368421052633
Uzbekistan,21453,1307.5263157894738
Uzbekistan,21455,1245.2631578947369
Venezuela,21501,43685.84252235933
Venezuela,21467,14461.588361824974
Venezuela,21486,12487.3100871731
Venezuela,21475,10838.787727838786
Venezuela,21490,3370.513775130305
Venezuela,21497,2898.6418466120617
Venezuela,21480,2672.817423678332
Venezuela,21474,2536.9475829276566
Venezuela,21504,2190.8339538346977
Venezuela,21484,1480.7087059889054
Vietnam,21528,9412.89914662529
Vietnam,21679,8388.348958125001
Vietnam,21652,7416.778510473236
Vietnam,21660,6763.613653995346
Vietnam,21598,6710.679166500001
Vietnam,21661,5469.492629945696
Vietnam,21662,4474.484484096199
Vietnam,21663,4474.484484096199
Vietnam,21615,4194.174479062502
Vietnam,21656,4028.867339022498
Yemen,21733,2948.0
Yemen,21730,1165.3953488372092
Yemen,21734,1092.5581395348836
Yemen,21729,1012.4372093023256
Yemen,21728,910.4651162790698
Yemen,21731,298.63255813953486
Yemen,21732,218.51162790697674
Zambia,21737,6435.916666666666
Zambia,21738,6045.86111111111
Zambia,21736,780.1111111111112
Zambia,21748,702.1
Zambia,21746,120.87264150943398
Zambia,21739,96.69811320754715
Zambia,21742,78.01111111111112
Zambia,21735,48.349056603773576
Zambia,21747,48.349056603773576
Zambia,21741,36.261792452830186
